date,epiweek,year,month,geography,geography_code,geography_type,disease,metric,positivity_percent,positive_tests,total_tests,age,sex
2023-03-26,12,2023,3,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,3.05,140,4592,all,all
2023-04-02,13,2023,4,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,2.29,112,4883,all,all
2023-04-09,14,2023,4,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,2.61,117,4478,all,all
2023-04-16,15,2023,4,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,2.68,183,6834,all,all
2023-04-23,16,2023,4,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,2.63,83,3154,all,all
2023-04-30,17,2023,4,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,2.83,100,3530,all,all
2023-05-07,18,2023,5,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,2.3,143,6221,all,all
2023-05-14,19,2023,5,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,2.69,175,6515,all,all
2023-05-21,20,2023,5,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,2.08,150,7204,all,all
2023-05-28,21,2023,5,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,3.3,159,4813,all,all
2023-06-04,22,2023,6,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,2.35,80,3398,all,all
2023-06-11,23,2023,6,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,3.37,247,7340,all,all
2023-06-18,24,2023,6,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,2.98,198,6650,all,all
2023-06-25,25,2023,6,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,2.56,173,6762,all,all
2023-07-02,26,2023,7,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,2.69,105,3909,all,all
2023-07-09,27,2023,7,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,2.28,63,2758,all,all
2023-07-16,28,2023,7,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,3.25,119,3666,all,all
2023-07-23,29,2023,7,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,4.29,218,5085,all,all
2023-07-30,30,2023,7,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,4.06,227,5591,all,all
2023-08-06,31,2023,8,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,4.15,136,3281,all,all
2023-08-13,32,2023,8,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,5.22,282,5403,all,all
2023-08-20,33,2023,8,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,4.24,142,3353,all,all
2023-08-27,34,2023,8,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,3.92,199,5074,all,all
2023-09-03,35,2023,9,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,7.55,439,5814,all,all
2023-09-10,36,2023,9,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,5.64,416,7377,all,all
2023-09-17,37,2023,9,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,4.6,252,5475,all,all
2023-09-24,38,2023,9,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,6.8,496,7296,all,all
2023-10-01,39,2023,10,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,7.58,488,6440,all,all
2023-10-08,40,2023,10,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,7.73,525,6791,all,all
2023-10-15,41,2023,10,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,9.89,494,4995,all,all
2023-10-22,42,2023,10,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,7.1,339,4772,all,all
2023-10-29,43,2023,10,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,7.9,199,2518,all,all
2023-11-05,44,2023,11,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,7.78,369,4742,all,all
2023-11-12,45,2023,11,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,7.72,328,4251,all,all
2023-11-19,46,2023,11,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,6.85,432,6303,all,all
2023-11-26,47,2023,11,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,7.65,410,5359,all,all
2023-12-03,48,2023,12,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,8.92,275,3084,all,all
2023-12-10,49,2023,12,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,6.11,247,4043,all,all
2023-12-17,50,2023,12,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,8.72,246,2820,all,all
2023-12-24,51,2023,12,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,5.93,433,7307,all,all
2023-12-31,52,2023,12,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,6.59,376,5703,all,all
2024-01-07,1,2024,1,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,5.95,229,3850,all,all
2024-01-14,2,2024,1,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,6.47,220,3398,all,all
2024-01-21,3,2024,1,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,8.13,433,5325,all,all
2024-01-28,4,2024,1,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,5.11,300,5867,all,all
2024-02-04,5,2024,2,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,5.29,316,5974,all,all
2024-02-11,6,2024,2,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,4.31,314,7284,all,all
2024-02-18,7,2024,2,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,6.59,482,7310,all,all
2024-02-25,8,2024,2,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,4.49,336,7478,all,all
2024-03-03,9,2024,3,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,3.95,185,4683,all,all
2024-03-10,10,2024,3,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,3.07,145,4717,all,all
2024-03-17,11,2024,3,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,3.42,235,6866,all,all
2024-03-24,12,2024,3,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,4.09,236,5768,all,all
2024-03-31,13,2024,3,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,2.47,62,2515,all,all
2024-04-07,14,2024,4,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,3.31,98,2957,all,all
2024-04-14,15,2024,4,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,2.63,96,3657,all,all
2024-04-21,16,2024,4,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,2.73,132,4843,all,all
2024-04-28,17,2024,4,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,2.95,101,3429,all,all
2024-05-05,18,2024,5,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,2.09,70,3350,all,all
2024-05-12,19,2024,5,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,2.08,96,4622,all,all
2024-05-19,20,2024,5,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,2.48,62,2502,all,all
2024-05-26,21,2024,5,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,1.7,120,7079,all,all
2024-06-02,22,2024,6,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,2.72,165,6063,all,all
2024-06-09,23,2024,6,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,1.66,68,4096,all,all
2024-06-16,24,2024,6,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,3.02,144,4761,all,all
2024-06-23,25,2024,6,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,2.56,84,3283,all,all
2024-06-30,26,2024,6,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,3.03,143,4720,all,all
2024-07-07,27,2024,7,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,3.36,198,5900,all,all
2024-07-14,28,2024,7,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,3.86,201,5206,all,all
2024-07-21,29,2024,7,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,4.46,142,3181,all,all
2024-07-28,30,2024,7,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,4.88,265,5429,all,all
2024-08-04,31,2024,8,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,4.59,299,6521,all,all
2024-08-11,32,2024,8,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,4.6,300,6515,all,all
2024-08-18,33,2024,8,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,3.15,140,4440,all,all
2024-08-25,34,2024,8,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,5.19,235,4528,all,all
2024-09-01,35,2024,9,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,6.84,194,2835,all,all
2024-09-08,36,2024,9,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,7.31,245,3352,all,all
2024-09-15,37,2024,9,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,7.6,439,5780,all,all
2024-09-22,38,2024,9,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,9.37,665,7095,all,all
2024-09-29,39,2024,9,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,5.78,274,4740,all,all
2024-10-06,40,2024,10,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,5.72,225,3934,all,all
2024-10-13,41,2024,10,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,5.44,370,6805,all,all
2024-10-20,42,2024,10,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,5.78,244,4222,all,all
2024-10-27,43,2024,10,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,8.7,335,3849,all,all
2024-11-03,44,2024,11,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,7.47,360,4817,all,all
2024-11-10,45,2024,11,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,8.8,604,6867,all,all
2024-11-17,46,2024,11,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,7.08,477,6736,all,all
2024-11-24,47,2024,11,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,9.11,411,4514,all,all
2024-12-01,48,2024,12,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,7.36,379,5148,all,all
2024-12-08,49,2024,12,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,8.94,456,5102,all,all
2024-12-15,50,2024,12,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,7.14,486,6806,all,all
2024-12-22,51,2024,12,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,6.68,318,4757,all,all
2024-12-29,52,2024,12,East of England,E12000006,Region,COVID-19,covid_19_testing_positivityByWeek,7.51,428,5701,all,all
2023-01-01,52,2023,1,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,8.61,395,4590,all,all
2023-01-08,1,2023,1,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,7.61,198,2602,all,all
2023-01-15,2,2023,1,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,7.41,288,3885,all,all
2023-01-22,3,2023,1,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,5.93,348,5871,all,all
2023-01-29,4,2023,1,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,5.05,135,2673,all,all
2023-02-05,5,2023,2,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,5.88,382,6501,all,all
2023-02-12,6,2023,2,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,5.1,282,5532,all,all
2023-02-19,7,2023,2,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,4.26,165,3877,all,all
2023-02-26,8,2023,2,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,5.04,261,5180,all,all
2023-03-05,9,2023,3,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,3.33,203,6093,all,all
2023-03-12,10,2023,3,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,3.67,128,3484,all,all
2023-03-19,11,2023,3,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,3.72,162,4357,all,all
2023-03-26,12,2023,3,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,2.28,118,5185,all,all
2023-04-02,13,2023,4,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,2.02,54,2678,all,all
2023-04-09,14,2023,4,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,2.13,112,5270,all,all
2023-04-16,15,2023,4,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,2.45,92,3761,all,all
2023-04-23,16,2023,4,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,2.34,169,7235,all,all
2023-04-30,17,2023,4,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,1.43,40,2800,all,all
2023-05-07,18,2023,5,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,2.42,78,3218,all,all
2023-05-14,19,2023,5,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,1.81,46,2546,all,all
2023-05-21,20,2023,5,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,2.34,79,3380,all,all
2023-05-28,21,2023,5,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,2.23,91,4078,all,all
2023-06-04,22,2023,6,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,1.22,44,3614,all,all
2023-06-11,23,2023,6,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,2.7,103,3819,all,all
2023-06-18,24,2023,6,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,2.22,113,5094,all,all
2023-06-25,25,2023,6,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,2.86,139,4855,all,all
2023-07-02,26,2023,7,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,3.63,259,7139,all,all
2023-07-09,27,2023,7,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,2.65,101,3813,all,all
2023-07-16,28,2023,7,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,3.1,193,6220,all,all
2023-07-23,29,2023,7,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,3.52,230,6529,all,all
2023-07-30,30,2023,7,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,3.83,223,5820,all,all
2023-08-06,31,2023,8,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,5.36,371,6916,all,all
2023-08-13,32,2023,8,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,5.36,218,4066,all,all
2023-08-20,33,2023,8,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,5.26,359,6828,all,all
2023-08-27,34,2023,8,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,4.2,190,4519,all,all
2023-09-03,35,2023,9,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,5.53,187,3380,all,all
2023-09-10,36,2023,9,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,5.51,207,3760,all,all
2023-09-17,37,2023,9,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,5.36,239,4455,all,all
2023-09-24,38,2023,9,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,6.85,202,2949,all,all
2023-10-01,39,2023,10,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,5.07,236,4659,all,all
2023-10-08,40,2023,10,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,8.05,409,5082,all,all
2023-10-15,41,2023,10,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,5.83,219,3757,all,all
2023-10-22,42,2023,10,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,8.84,644,7289,all,all
2023-10-29,43,2023,10,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,7.24,257,3549,all,all
2023-11-05,44,2023,11,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,7.62,198,2598,all,all
2023-11-12,45,2023,11,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,9.24,307,3321,all,all
2023-11-19,46,2023,11,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,6.64,429,6459,all,all
2023-11-26,47,2023,11,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,6.49,245,3773,all,all
2023-12-03,48,2023,12,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,7.23,382,5281,all,all
2023-12-10,49,2023,12,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,8.24,265,3215,all,all
2023-12-17,50,2023,12,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,8.51,344,4044,all,all
2023-12-24,51,2023,12,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,7.33,365,4979,all,all
2023-12-31,52,2023,12,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,8.85,260,2938,all,all
2024-01-07,1,2024,1,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,6.72,315,4686,all,all
2024-01-14,2,2024,1,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,6.16,196,3184,all,all
2024-01-21,3,2024,1,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,5.59,353,6318,all,all
2024-01-28,4,2024,1,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,6.42,315,4903,all,all
2024-02-04,5,2024,2,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,6.67,305,4574,all,all
2024-02-11,6,2024,2,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,4.63,125,2702,all,all
2024-02-18,7,2024,2,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,4.41,297,6728,all,all
2024-02-25,8,2024,2,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,4.26,246,5773,all,all
2024-03-03,9,2024,3,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,3.14,169,5385,all,all
2024-03-10,10,2024,3,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,5.31,155,2919,all,all
2024-03-17,11,2024,3,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,3.2,184,5751,all,all
2024-03-24,12,2024,3,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,3.34,149,4457,all,all
2024-03-31,13,2024,3,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,2.59,158,6102,all,all
2024-04-07,14,2024,4,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,1.61,116,7217,all,all
2024-04-14,15,2024,4,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,3.25,231,7100,all,all
2024-04-21,16,2024,4,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,2.89,155,5367,all,all
2024-04-28,17,2024,4,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,2.81,73,2595,all,all
2024-05-05,18,2024,5,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,2.22,159,7165,all,all
2024-05-12,19,2024,5,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,1.89,134,7100,all,all
2024-05-19,20,2024,5,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,2.31,61,2644,all,all
2024-05-26,21,2024,5,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,1.37,49,3571,all,all
2024-06-02,22,2024,6,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,2.35,126,5371,all,all
2024-06-09,23,2024,6,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,3.2,218,6805,all,all
2024-06-16,24,2024,6,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,2.73,70,2563,all,all
2024-06-23,25,2024,6,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,3.27,188,5745,all,all
2024-06-30,26,2024,6,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,1.67,118,7085,all,all
2024-07-07,27,2024,7,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,2.66,116,4367,all,all
2024-07-14,28,2024,7,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,3.04,165,5425,all,all
2024-07-21,29,2024,7,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,4.0,262,6552,all,all
2024-07-28,30,2024,7,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,4.33,265,6124,all,all
2024-08-04,31,2024,8,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,4.56,176,3862,all,all
2024-08-11,32,2024,8,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,4.54,336,7402,all,all
2024-08-18,33,2024,8,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,6.37,183,2875,all,all
2024-08-25,34,2024,8,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,5.23,226,4325,all,all
2024-09-01,35,2024,9,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,6.34,351,5533,all,all
2024-09-08,36,2024,9,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,6.73,383,5690,all,all
2024-09-15,37,2024,9,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,7.19,443,6161,all,all
2024-09-22,38,2024,9,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,5.87,403,6862,all,all
2024-09-29,39,2024,9,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,7.75,393,5070,all,all
2024-10-06,40,2024,10,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,6.85,323,4718,all,all
2024-10-13,41,2024,10,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,7.96,444,5576,all,all
2024-10-20,42,2024,10,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,7.76,255,3287,all,all
2024-10-27,43,2024,10,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,8.37,261,3117,all,all
2024-11-03,44,2024,11,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,7.01,313,4468,all,all
2024-11-10,45,2024,11,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,8.47,470,5547,all,all
2024-11-17,46,2024,11,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,8.4,247,2940,all,all
2024-11-24,47,2024,11,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,6.67,321,4811,all,all
2024-12-01,48,2024,12,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,8.46,577,6817,all,all
2024-12-08,49,2024,12,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,9.35,599,6407,all,all
2024-12-15,50,2024,12,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,7.46,278,3728,all,all
2024-12-22,51,2024,12,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,7.88,199,2526,all,all
2024-12-29,52,2024,12,London,E12000007,Region,COVID-19,covid_19_testing_positivityByWeek,6.29,264,4196,all,all
2023-01-01,52,2023,1,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,8.53,473,5545,all,all
2023-01-08,1,2023,1,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,7.01,268,3822,all,all
2023-01-15,2,2023,1,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,6.74,356,5284,all,all
2023-01-22,3,2023,1,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,6.74,368,5459,all,all
2023-01-29,4,2023,1,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,5.71,176,3082,all,all
2023-02-05,5,2023,2,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,4.65,180,3874,all,all
2023-02-12,6,2023,2,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,6.52,270,4143,all,all
2023-02-19,7,2023,2,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,3.57,204,5718,all,all
2023-02-26,8,2023,2,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,4.99,284,5687,all,all
2023-03-05,9,2023,3,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,5.16,132,2556,all,all
2023-03-12,10,2023,3,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,4.31,284,6589,all,all
2023-03-19,11,2023,3,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,3.09,116,3760,all,all
2023-03-26,12,2023,3,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,3.14,125,3980,all,all
2023-04-02,13,2023,4,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,2.35,78,3326,all,all
2023-04-09,14,2023,4,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,2.76,169,6124,all,all
2023-04-16,15,2023,4,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,2.85,161,5650,all,all
2023-04-23,16,2023,4,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,2.89,144,4990,all,all
2023-04-30,17,2023,4,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,1.37,54,3933,all,all
2023-05-07,18,2023,5,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,2.39,72,3018,all,all
2023-05-14,19,2023,5,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,2.23,60,2694,all,all
2023-05-21,20,2023,5,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,2.32,114,4924,all,all
2023-05-28,21,2023,5,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,1.93,98,5088,all,all
2023-06-04,22,2023,6,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,1.75,131,7484,all,all
2023-06-11,23,2023,6,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,2.69,114,4241,all,all
2023-06-18,24,2023,6,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,3.33,159,4771,all,all
2023-06-25,25,2023,6,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,2.86,87,3037,all,all
2023-07-02,26,2023,7,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,2.32,75,3226,all,all
2023-07-09,27,2023,7,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,3.21,237,7380,all,all
2023-07-16,28,2023,7,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,3.34,150,4486,all,all
2023-07-23,29,2023,7,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,3.77,274,7265,all,all
2023-07-30,30,2023,7,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,3.85,104,2703,all,all
2023-08-06,31,2023,8,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,5.99,322,5377,all,all
2023-08-13,32,2023,8,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,4.0,144,3600,all,all
2023-08-20,33,2023,8,South East,E12000008,Region,COVID-19,covid_19_testing_positivityByWeek,6.09,433,7112,all,all
