date_value,area_name,disease,metric_value
2024-04-07,South East,RSV,.8900
2024-04-07,South West,COVID-19,2.7800
2024-04-07,South West,influenza,1.4000
2024-04-07,South West,RSV,.8000
2024-04-07,West Midlands,COVID-19,2.9400
2024-04-07,West Midlands,influenza,1.5200
2024-04-07,West Midlands,RSV,.9300
2024-04-07,Yorkshire and The Humber,COVID-19,2.0000
2024-04-07,Yorkshire and The Humber,influenza,1.2700
2024-04-07,Yorkshire and The Humber,RSV,1.0100
2024-04-14,East Midlands,COVID-19,3.0500
2024-04-14,East Midlands,influenza,1.8600
2024-04-14,East Midlands,RSV,.5600
2024-04-14,East of England,COVID-19,2.6300
2024-04-14,East of England,influenza,1.8800
2024-04-14,East of England,RSV,.7100
2024-04-14,England,COVID-19,2.3300
2024-04-14,England,influenza,1.7800
2024-04-14,England,RSV,.1000
2024-04-14,London,COVID-19,3.2500
2024-04-14,London,influenza,1.6200
2024-04-14,London,RSV,.1700
2024-04-14,North East,COVID-19,2.5000
2024-04-14,North East,influenza,1.1000
2024-04-14,North East,RSV,1.3000
2024-04-14,North West,COVID-19,4.0600
2024-04-14,North West,influenza,.0700
2024-04-14,North West,RSV,.6600
2024-04-14,South East,COVID-19,2.8500
2024-04-14,South East,influenza,1.0900
2024-04-14,South East,RSV,.6300
2024-04-14,South West,COVID-19,2.2300
2024-04-14,South West,influenza,.4900
2024-04-14,South West,RSV,1.1100
2024-04-14,West Midlands,COVID-19,2.8800
2024-04-14,West Midlands,influenza,.4200
2024-04-14,West Midlands,RSV,.1000
2024-04-14,Yorkshire and The Humber,COVID-19,1.4800
2024-04-14,Yorkshire and The Humber,influenza,.9300
2024-04-14,Yorkshire and The Humber,RSV,.5200
2024-04-21,East Midlands,COVID-19,1.8300
2024-04-21,East Midlands,influenza,.5700
2024-04-21,East Midlands,RSV,.0900
2024-04-21,East of England,COVID-19,2.7300
2024-04-21,East of England,influenza,1.2600
2024-04-21,East of England,RSV,.3200
2024-04-21,England,COVID-19,2.2000
2024-04-21,England,influenza,.7600
2024-04-21,England,RSV,.8200
2024-04-21,London,COVID-19,2.8900
2024-04-21,London,influenza,.2500
2024-04-21,London,RSV,.0800
2024-04-21,North East,COVID-19,2.8300
2024-04-21,North East,influenza,.1000
2024-04-21,North East,RSV,.5200
2024-04-21,North West,COVID-19,2.0000
2024-04-21,North West,influenza,1.3500
2024-04-21,North West,RSV,.4700
2024-04-21,South East,COVID-19,2.3100
2024-04-21,South East,influenza,.0900
2024-04-21,South East,RSV,.7700
2024-04-21,South West,COVID-19,2.6000
2024-04-21,South West,influenza,.0900
2024-04-21,South West,RSV,.5100
2024-04-21,West Midlands,COVID-19,2.3500
2024-04-21,West Midlands,influenza,.0800
2024-04-21,West Midlands,RSV,.5400
2024-04-21,Yorkshire and The Humber,COVID-19,3.8100
2024-04-21,Yorkshire and The Humber,influenza,.9500
2024-04-21,Yorkshire and The Humber,RSV,.5100
2024-04-28,East Midlands,COVID-19,1.9700
2024-04-28,East Midlands,influenza,.0600
2024-04-28,East Midlands,RSV,.3900
2024-04-28,East of England,COVID-19,2.9500
2024-04-28,East of England,influenza,.0800
2024-04-28,East of England,RSV,.7000
2024-04-28,England,COVID-19,2.6300
2024-04-28,England,influenza,.1000
2024-04-28,England,RSV,.8100
2024-04-28,London,COVID-19,2.8100
2024-04-28,London,influenza,.9200
2024-04-28,London,RSV,.6800
2024-04-28,North East,COVID-19,1.3400
2024-04-28,North East,influenza,1.3600
2024-04-28,North East,RSV,.6400
2024-04-28,North West,COVID-19,1.2400
2024-04-28,North West,influenza,.1000
2024-04-28,North West,RSV,.7300
2024-04-28,South East,COVID-19,1.5000
2024-04-28,South East,influenza,1.5500
2024-04-28,South East,RSV,.4500
2024-04-28,South West,COVID-19,3.0400
2024-04-28,South West,influenza,.0800
2024-04-28,South West,RSV,.5100
2024-04-28,West Midlands,COVID-19,2.3900
2024-04-28,West Midlands,influenza,.0400
2024-04-28,West Midlands,RSV,.1600
2024-04-28,Yorkshire and The Humber,COVID-19,1.4300
2024-04-28,Yorkshire and The Humber,influenza,.1500
2024-04-28,Yorkshire and The Humber,RSV,.1000
2024-05-05,East Midlands,COVID-19,1.5600
2024-05-05,East Midlands,influenza,.8400
2024-05-05,East Midlands,RSV,.0900
2024-05-05,East of England,COVID-19,2.0900
2024-05-05,East of England,influenza,.0900
2024-05-05,East of England,RSV,.0600
2024-05-05,England,COVID-19,2.7800
2024-05-05,England,influenza,.1000
2024-05-05,England,RSV,.5300
2024-05-05,London,COVID-19,2.2200
2024-05-05,London,influenza,.0800
2024-05-05,London,RSV,.2100
2024-05-05,North East,COVID-19,2.1100
2024-05-05,North East,influenza,.0800
2024-05-05,North East,RSV,.0700
2024-05-05,North West,COVID-19,1.8100
2024-05-05,North West,influenza,.0900
2024-05-05,North West,RSV,.2600
2024-05-05,South East,COVID-19,2.0200
2024-05-05,South East,influenza,1.2500
2024-05-05,South East,RSV,.1500
2024-05-05,South West,COVID-19,1.4300
2024-05-05,South West,influenza,.3700
2024-05-05,South West,RSV,.2100
2024-05-05,West Midlands,COVID-19,1.5400
2024-05-05,West Midlands,influenza,.0900
2024-05-05,West Midlands,RSV,.1100
2024-05-05,Yorkshire and The Humber,COVID-19,2.9000
2024-05-05,Yorkshire and The Humber,influenza,.6000
2024-05-05,Yorkshire and The Humber,RSV,.0700
2024-05-12,East Midlands,COVID-19,1.6400
2024-05-12,East Midlands,influenza,.3000
2024-05-12,East Midlands,RSV,.0900
2024-05-12,East of England,COVID-19,2.0800
2024-05-12,East of England,influenza,.2800
2024-05-12,East of England,RSV,.1900
2024-05-12,England,COVID-19,2.0100
2024-05-12,England,influenza,.8700
2024-05-12,England,RSV,.1000
2024-05-12,London,COVID-19,1.8900
2024-05-12,London,influenza,.0800
2024-05-12,London,RSV,.4700
2024-05-12,North East,COVID-19,2.3400
2024-05-12,North East,influenza,.0400
2024-05-12,North East,RSV,.2400
2024-05-12,North West,COVID-19,1.4400
2024-05-12,North West,influenza,.1100
2024-05-12,North West,RSV,.4300
2024-05-12,South East,COVID-19,1.5100
2024-05-12,South East,influenza,.0800
2024-05-12,South East,RSV,.5300
2024-05-12,South West,COVID-19,2.6400
2024-05-12,South West,influenza,.0500
2024-05-12,South West,RSV,.3100
2024-05-12,West Midlands,COVID-19,2.1900
2024-05-12,West Midlands,influenza,.1000
2024-05-12,West Midlands,RSV,.7800
2024-05-12,Yorkshire and The Humber,COVID-19,1.9700
2024-05-12,Yorkshire and The Humber,influenza,.0800
2024-05-12,Yorkshire and The Humber,RSV,.0700
2024-05-19,East Midlands,COVID-19,2.0300
2024-05-19,East Midlands,influenza,.0900
2024-05-19,East Midlands,RSV,.3300
2024-05-19,East of England,COVID-19,2.4800
2024-05-19,East of England,influenza,.0900
2024-05-19,East of England,RSV,.2900
2024-05-19,England,COVID-19,2.6500
2024-05-19,England,influenza,.1000
2024-05-19,England,RSV,.2100
2024-05-19,London,COVID-19,2.3100
2024-05-19,London,influenza,.0900
2024-05-19,London,RSV,.4300
2024-05-19,North East,COVID-19,1.3900
2024-05-19,North East,influenza,.0600
2024-05-19,North East,RSV,.0800
2024-05-19,North West,COVID-19,2.0000
2024-05-19,North West,influenza,.0800
2024-05-19,North West,RSV,.1900
2024-05-19,South East,COVID-19,1.3000
2024-05-19,South East,influenza,.0400
2024-05-19,South East,RSV,.7900
2024-05-19,South West,COVID-19,2.2000
2024-05-19,South West,influenza,.0400
2024-05-19,South West,RSV,.8300
2024-05-19,West Midlands,COVID-19,2.3200
2024-05-19,West Midlands,influenza,.0800
2024-05-19,West Midlands,RSV,.3800
2024-05-19,Yorkshire and The Humber,COVID-19,2.6900
2024-05-19,Yorkshire and The Humber,influenza,.8600
2024-05-19,Yorkshire and The Humber,RSV,.9900
2024-05-26,East Midlands,COVID-19,1.9900
2024-05-26,East Midlands,influenza,1.5300
2024-05-26,East Midlands,RSV,.3400
2024-05-26,East of England,COVID-19,1.7000
2024-05-26,East of England,influenza,.0700
2024-05-26,East of England,RSV,.4000
2024-05-26,England,COVID-19,2.2900
2024-05-26,England,influenza,.9400
2024-05-26,England,RSV,.3000
2024-05-26,London,COVID-19,1.3700
2024-05-26,London,influenza,.1700
2024-05-26,London,RSV,.1000
2024-05-26,North East,COVID-19,1.3000
2024-05-26,North East,influenza,.1000
2024-05-26,North East,RSV,.5300
2024-05-26,North West,COVID-19,2.3000
2024-05-26,North West,influenza,.0700
2024-05-26,North West,RSV,.3800
2024-05-26,South East,COVID-19,1.6000
2024-05-26,South East,influenza,.7800
2024-05-26,South East,RSV,.5200
2024-05-26,South West,COVID-19,2.1300
2024-05-26,South West,influenza,.1700
2024-05-26,South West,RSV,.1900
2024-05-26,West Midlands,COVID-19,1.8500
2024-05-26,West Midlands,influenza,.0600
2024-05-26,West Midlands,RSV,.8400
2024-05-26,Yorkshire and The Humber,COVID-19,1.1700
2024-05-26,Yorkshire and The Humber,influenza,.0900
2024-05-26,Yorkshire and The Humber,RSV,.3700
2024-06-02,East Midlands,COVID-19,2.1900
2024-06-02,East Midlands,influenza,.0500
2024-06-02,East Midlands,RSV,.1600
2024-06-02,East of England,COVID-19,2.7200
2024-06-02,East of England,influenza,1.7100
2024-06-02,East of England,RSV,.3600
2024-06-02,England,COVID-19,2.2300
2024-06-02,England,influenza,.1000
2024-06-02,England,RSV,.5400
2024-06-02,London,COVID-19,2.3500
2024-06-02,London,influenza,.2100
2024-06-02,London,RSV,.3200
2024-06-02,North East,COVID-19,1.9100
2024-06-02,North East,influenza,.6400
2024-06-02,North East,RSV,.2700
2024-06-02,North West,COVID-19,2.0900
2024-06-02,North West,influenza,.9100
2024-06-02,North West,RSV,.7100
2024-06-02,South East,COVID-19,2.5700
2024-06-02,South East,influenza,.0800
2024-06-02,South East,RSV,.6300
2024-06-02,South West,COVID-19,2.0100
2024-06-02,South West,influenza,1.2100
2024-06-02,South West,RSV,.5600
2024-06-02,West Midlands,COVID-19,2.8400
2024-06-02,West Midlands,influenza,.0800
2024-06-02,West Midlands,RSV,.0900
2024-06-02,Yorkshire and The Humber,COVID-19,2.8300
2024-06-02,Yorkshire and The Humber,influenza,.8700
2024-06-02,Yorkshire and The Humber,RSV,.4000
2024-06-09,East Midlands,COVID-19,2.2600
2024-06-09,East Midlands,influenza,.1000
2024-06-09,East Midlands,RSV,.3500
2024-06-09,East of England,COVID-19,1.6600
2024-06-09,East of England,influenza,.0900
2024-06-09,East of England,RSV,.2200
2024-06-09,England,COVID-19,2.3000
2024-06-09,England,influenza,.8700
2024-06-09,England,RSV,.6700
2024-06-09,London,COVID-19,3.2000
2024-06-09,London,influenza,.0800
2024-06-09,London,RSV,.6600
2024-06-09,North East,COVID-19,2.1500
2024-06-09,North East,influenza,.7200
2024-06-09,North East,RSV,.3300
2024-06-09,North West,COVID-19,2.5000
2024-06-09,North West,influenza,.3400
2024-06-09,North West,RSV,.6700
2024-06-09,South East,COVID-19,3.2800
2024-06-09,South East,influenza,.8000
2024-06-09,South East,RSV,.4700
2024-06-09,South West,COVID-19,1.6100
2024-06-09,South West,influenza,.6000
2024-06-09,South West,RSV,.7300
2024-06-09,West Midlands,COVID-19,1.9600
2024-06-09,West Midlands,influenza,.0800
2024-06-09,West Midlands,RSV,.5500
2024-06-09,Yorkshire and The Humber,COVID-19,1.9000
2024-06-09,Yorkshire and The Humber,influenza,.0500
2024-06-09,Yorkshire and The Humber,RSV,.0600
2024-06-16,East Midlands,COVID-19,2.4600
2024-06-16,East Midlands,influenza,1.2300
2024-06-16,East Midlands,RSV,.7500
2024-06-16,East of England,COVID-19,3.0200
2024-06-16,East of England,influenza,.5900
2024-06-16,East of England,RSV,.4500
2024-06-16,England,COVID-19,2.9200
2024-06-16,England,influenza,.7100
2024-06-16,England,RSV,.3900
2024-06-16,London,COVID-19,2.7300
2024-06-16,London,influenza,.2500
2024-06-16,London,RSV,.7600
2024-06-16,North East,COVID-19,2.7100
2024-06-16,North East,influenza,1.2600
2024-06-16,North East,RSV,.5100
2024-06-16,North West,COVID-19,3.0100
2024-06-16,North West,influenza,.9400
2024-06-16,North West,RSV,.2000
2024-06-16,South East,COVID-19,3.6400
2024-06-16,South East,influenza,.0900
2024-06-16,South East,RSV,.5900
2024-06-16,South West,COVID-19,2.8200
2024-06-16,South West,influenza,1.0300
2024-06-16,South West,RSV,1.3200
2024-06-16,West Midlands,COVID-19,1.3000
2024-06-16,West Midlands,influenza,.1000
2024-06-16,West Midlands,RSV,.4000
2024-06-16,Yorkshire and The Humber,COVID-19,1.2500
2024-06-16,Yorkshire and The Humber,influenza,.0400
2024-06-16,Yorkshire and The Humber,RSV,.2700
2024-06-23,East Midlands,COVID-19,3.4400
2024-06-23,East Midlands,influenza,.9200
2024-06-23,East Midlands,RSV,.9300
2024-06-23,East of England,COVID-19,2.5600
2024-06-23,East of England,influenza,1.3200
2024-06-23,East of England,RSV,.7100
2024-06-23,England,COVID-19,2.8900
2024-06-23,England,influenza,.9400
2024-06-23,England,RSV,.8100
2024-06-23,London,COVID-19,3.2700
2024-06-23,London,influenza,.3200
2024-06-23,London,RSV,.3600
2024-06-23,North East,COVID-19,4.7600
2024-06-23,North East,influenza,1.2600
2024-06-23,North East,RSV,1.4500
2024-06-23,North West,COVID-19,2.5600
2024-06-23,North West,influenza,.9500
2024-06-23,North West,RSV,.8100
2024-06-23,South East,COVID-19,3.1900
2024-06-23,South East,influenza,1.6100
2024-06-23,South East,RSV,.1000
2024-06-23,South West,COVID-19,3.5100
2024-06-23,South West,influenza,1.5300
2024-06-23,South West,RSV,.2400
2024-06-23,West Midlands,COVID-19,2.2900
2024-06-23,West Midlands,influenza,.6200
2024-06-23,West Midlands,RSV,.3500
2024-06-23,Yorkshire and The Humber,COVID-19,2.2600
2024-06-23,Yorkshire and The Humber,influenza,1.2200
2024-06-23,Yorkshire and The Humber,RSV,1.4700
2024-06-30,East Midlands,COVID-19,3.2700
2024-06-30,East Midlands,influenza,2.5400
2024-06-30,East Midlands,RSV,1.1900
2024-06-30,East of England,COVID-19,3.0300
2024-06-30,East of England,influenza,1.3300
2024-06-30,East of England,RSV,1.0900
2024-06-30,England,COVID-19,4.0800
2024-06-30,England,influenza,1.9000
2024-06-30,England,RSV,1.1300
2024-06-30,London,COVID-19,1.6700
2024-06-30,London,influenza,1.9200
2024-06-30,London,RSV,.6100
2024-06-30,North East,COVID-19,1.9900
2024-06-30,North East,influenza,2.2100
2024-06-30,North East,RSV,.9900
2024-06-30,North West,COVID-19,3.2600
2024-06-30,North West,influenza,2.6200
2024-06-30,North West,RSV,1.0200
2024-06-30,South East,COVID-19,2.6400
2024-06-30,South East,influenza,1.8500
2024-06-30,South East,RSV,.5400
2024-06-30,South West,COVID-19,3.5900
2024-06-30,South West,influenza,2.9400
2024-06-30,South West,RSV,.9900
2024-06-30,West Midlands,COVID-19,2.5600
2024-06-30,West Midlands,influenza,2.9900
2024-06-30,West Midlands,RSV,.9200
2024-06-30,Yorkshire and The Humber,COVID-19,2.9200
2024-06-30,Yorkshire and The Humber,influenza,2.3400
2024-06-30,Yorkshire and The Humber,RSV,1.4900
2024-07-07,East Midlands,COVID-19,2.5800
2024-07-07,East Midlands,influenza,2.9900
2024-07-07,East Midlands,RSV,.9600
2024-07-07,East of England,COVID-19,3.3600
2024-07-07,East of England,influenza,3.3400
2024-07-07,East of England,RSV,1.2300
2024-07-07,England,COVID-19,2.7600
2024-07-07,England,influenza,.9600
2024-07-07,England,RSV,1.6700
2024-07-07,London,COVID-19,2.6600
2024-07-07,London,influenza,3.0200
2024-07-07,London,RSV,1.6800
2024-07-07,North East,COVID-19,2.7600
2024-07-07,North East,influenza,2.6100
2024-07-07,North East,RSV,1.1700
2024-07-07,North West,COVID-19,2.9700
2024-07-07,North West,influenza,2.0400
2024-07-07,North West,RSV,.7900
2024-07-07,South East,COVID-19,3.3200
2024-07-07,South East,influenza,2.7600
2024-07-07,South East,RSV,1.2500
2024-07-07,South West,COVID-19,2.9300
2024-07-07,South West,influenza,3.2300
2024-07-07,South West,RSV,1.1900
2024-07-07,West Midlands,COVID-19,2.6900
2024-07-07,West Midlands,influenza,4.9300
2024-07-07,West Midlands,RSV,1.6200
2024-07-07,Yorkshire and The Humber,COVID-19,3.8400
2024-07-07,Yorkshire and The Humber,influenza,3.2800
2024-07-07,Yorkshire and The Humber,RSV,1.1300
2024-07-14,East Midlands,COVID-19,3.7400
2024-07-14,East Midlands,influenza,4.5000
2024-07-14,East Midlands,RSV,1.3900
2024-07-14,East of England,COVID-19,3.8600
2024-07-14,East of England,influenza,4.1400
2024-07-14,East of England,RSV,2.1300
2024-07-14,England,COVID-19,3.7100
2024-07-14,England,influenza,3.1800
2024-07-14,England,RSV,1.7000
2024-07-14,London,COVID-19,3.0400
2024-07-14,London,influenza,4.0000
2024-07-14,London,RSV,1.9000
2024-07-14,North East,COVID-19,2.6100
2024-07-14,North East,influenza,4.8800
2024-07-14,North East,RSV,.9700
2024-07-14,North West,COVID-19,3.3800
2024-07-14,North West,influenza,3.8800
2024-07-14,North West,RSV,1.5700
2024-07-14,South East,COVID-19,3.1800
2024-07-14,South East,influenza,3.3900
2024-07-14,South East,RSV,1.1200
2024-07-14,South West,COVID-19,4.3300
2024-07-14,South West,influenza,5.5900
2024-07-14,South West,RSV,1.5500
2024-07-14,West Midlands,COVID-19,3.2200
2024-07-14,West Midlands,influenza,2.9900
2024-07-14,West Midlands,RSV,1.4100
2024-07-14,Yorkshire and The Humber,COVID-19,3.2200
2024-07-14,Yorkshire and The Humber,influenza,2.7500
2024-07-14,Yorkshire and The Humber,RSV,1.3600
2024-07-21,East Midlands,COVID-19,3.0100
2024-07-21,East Midlands,influenza,2.8400
2024-07-21,East Midlands,RSV,2.7600
2024-07-21,East of England,COVID-19,4.4600
2024-07-21,East of England,influenza,5.1200
2024-07-21,East of England,RSV,1.2500
2024-07-21,England,COVID-19,3.4800
2024-07-21,England,influenza,4.5200
2024-07-21,England,RSV,2.0100
2024-07-21,London,COVID-19,4.0000
2024-07-21,London,influenza,7.5000
2024-07-21,London,RSV,2.1200
2024-07-21,North East,COVID-19,3.5800
2024-07-21,North East,influenza,6.1000
2024-07-21,North East,RSV,1.9100
2024-07-21,North West,COVID-19,3.7000
2024-07-21,North West,influenza,5.6600
2024-07-21,North West,RSV,2.5200
2024-07-21,South East,COVID-19,3.8700
2024-07-21,South East,influenza,3.5300
2024-07-21,South East,RSV,1.9900
2024-07-21,South West,COVID-19,3.4400
2024-07-21,South West,influenza,3.6300
2024-07-21,South West,RSV,1.7900
2024-07-21,West Midlands,COVID-19,3.9100
2024-07-21,West Midlands,influenza,4.6500
2024-07-21,West Midlands,RSV,1.3600
2024-07-21,Yorkshire and The Humber,COVID-19,3.4200
2024-07-21,Yorkshire and The Humber,influenza,4.3700
2024-07-21,Yorkshire and The Humber,RSV,1.8000
2024-07-28,East Midlands,COVID-19,5.5500
2024-07-28,East Midlands,influenza,4.0500
2024-07-28,East Midlands,RSV,2.7200
2024-07-28,East of England,COVID-19,4.8800
2024-07-28,East of England,influenza,4.8900
2024-07-28,East of England,RSV,1.9400
2024-07-28,England,COVID-19,3.6200
2024-07-28,England,influenza,6.3500
2024-07-28,England,RSV,2.1000
2024-07-28,London,COVID-19,4.3300
2024-07-28,London,influenza,4.3000
2024-07-28,London,RSV,1.8400
2024-07-28,North East,COVID-19,4.2500
2024-07-28,North East,influenza,4.1400
2024-07-28,North East,RSV,1.9800
2024-07-28,North West,COVID-19,3.5700
2024-07-28,North West,influenza,6.2900
2024-07-28,North West,RSV,2.1300
2024-07-28,South East,COVID-19,4.9100
2024-07-28,South East,influenza,4.6000
2024-07-28,South East,RSV,2.2800
2024-07-28,South West,COVID-19,3.9200
2024-07-28,South West,influenza,6.1200
2024-07-28,South West,RSV,2.3700
2024-07-28,West Midlands,COVID-19,3.6100
2024-07-28,West Midlands,influenza,4.8600
2024-07-28,West Midlands,RSV,1.7600
2024-07-28,Yorkshire and The Humber,COVID-19,3.5300
2024-07-28,Yorkshire and The Humber,influenza,4.8200
2024-07-28,Yorkshire and The Humber,RSV,2.3800
2024-08-04,East Midlands,COVID-19,4.6800
2024-08-04,East Midlands,influenza,8.6900
2024-08-04,East Midlands,RSV,1.8500
2024-08-04,East of England,COVID-19,4.5900
2024-08-04,East of England,influenza,8.0900
2024-08-04,East of England,RSV,2.4500
2024-08-04,England,COVID-19,4.3700
2024-08-04,England,influenza,5.7200
2024-08-04,England,RSV,2.8200
2024-08-04,London,COVID-19,4.5600
2024-08-04,London,influenza,7.7700
2024-08-04,London,RSV,2.7500
2024-08-04,North East,COVID-19,3.0800
2024-08-04,North East,influenza,6.5600
2024-08-04,North East,RSV,2.2800
2024-08-04,North West,COVID-19,5.6800
2024-08-04,North West,influenza,6.2800
2024-08-04,North West,RSV,1.8200
2024-08-04,South East,COVID-19,3.6100
2024-08-04,South East,influenza,5.4600
2024-08-04,South East,RSV,2.5300
2024-08-04,South West,COVID-19,3.2100
2024-08-04,South West,influenza,6.3800
2024-08-04,South West,RSV,1.8700
2024-08-04,West Midlands,COVID-19,3.7400
2024-08-04,West Midlands,influenza,4.6600
2024-08-04,West Midlands,RSV,2.2800
2024-08-04,Yorkshire and The Humber,COVID-19,5.3100
2024-08-04,Yorkshire and The Humber,influenza,5.2800
2024-08-04,Yorkshire and The Humber,RSV,2.1100
2024-08-11,East Midlands,COVID-19,4.8900
2024-08-11,East Midlands,influenza,7.5800
2024-08-11,East Midlands,RSV,2.7200
2024-08-11,East of England,COVID-19,4.6000
2024-08-11,East of England,influenza,6.1400
2024-08-11,East of England,RSV,2.3400
2024-08-11,England,COVID-19,4.7800
2024-08-11,England,influenza,6.4900
2024-08-11,England,RSV,2.8400
2024-08-11,London,COVID-19,4.5400
2024-08-11,London,influenza,8.0300
2024-08-11,London,RSV,3.4900
2024-08-11,North East,COVID-19,4.2100
2024-08-11,North East,influenza,6.8600
2024-08-11,North East,RSV,2.9000
2024-08-11,North West,COVID-19,5.3300
2024-08-11,North West,influenza,7.4800
2024-08-11,North West,RSV,2.1600
2024-08-11,South East,COVID-19,4.4100
2024-08-11,South East,influenza,6.9400
2024-08-11,South East,RSV,2.7700
2024-08-11,South West,COVID-19,4.2700
2024-08-11,South West,influenza,5.9600
2024-08-11,South West,RSV,3.2600
2024-08-11,West Midlands,COVID-19,4.8100
2024-08-11,West Midlands,influenza,7.9600
2024-08-11,West Midlands,RSV,2.9600
2024-08-11,Yorkshire and The Humber,COVID-19,3.5200
2024-08-11,Yorkshire and The Humber,influenza,7.8900
2024-08-11,Yorkshire and The Humber,RSV,3.3200
2024-08-18,East Midlands,COVID-19,4.6500
2024-08-18,East Midlands,influenza,8.6600
2024-08-18,East Midlands,RSV,2.8600
2024-08-18,East of England,COVID-19,3.1500
2024-08-18,East of England,influenza,6.6300
2024-08-18,East of England,RSV,2.8500
2024-08-18,England,COVID-19,6.5100
2024-08-18,England,influenza,7.7400
2024-08-18,England,RSV,2.7900
2024-08-18,London,COVID-19,6.3700
2024-08-18,London,influenza,7.4100
2024-08-18,London,RSV,2.6700
2024-08-18,North East,COVID-19,4.7000
2024-08-18,North East,influenza,8.0700
2024-08-18,North East,RSV,2.5600
2024-08-18,North West,COVID-19,5.2000
2024-08-18,North West,influenza,8.7000
2024-08-18,North West,RSV,3.7900
2024-08-18,South East,COVID-19,4.5100
2024-08-18,South East,influenza,7.2300
2024-08-18,South East,RSV,2.5700
2024-08-18,South West,COVID-19,4.9000
2024-08-18,South West,influenza,7.8200
2024-08-18,South West,RSV,3.0600
2024-08-18,West Midlands,COVID-19,3.6800
2024-08-18,West Midlands,influenza,7.8200
2024-08-18,West Midlands,RSV,3.4000
2024-08-18,Yorkshire and The Humber,COVID-19,4.9800
2024-08-18,Yorkshire and The Humber,influenza,7.9900
2024-08-18,Yorkshire and The Humber,RSV,3.7300
2024-08-25,East Midlands,COVID-19,5.4300
2024-08-25,East Midlands,influenza,10.6500
2024-08-25,East Midlands,RSV,3.8500
2024-08-25,East of England,COVID-19,5.1900
2024-08-25,East of England,influenza,8.7900
2024-08-25,East of England,RSV,2.8300
2024-08-25,England,COVID-19,5.2900
2024-08-25,England,influenza,9.8900
2024-08-25,England,RSV,3.8000
2024-08-25,London,COVID-19,5.2300
2024-08-25,London,influenza,10.5300
2024-08-25,London,RSV,2.9200
2024-08-25,North East,COVID-19,4.9500
2024-08-25,North East,influenza,9.1200
2024-08-25,North East,RSV,4.0100
2024-08-25,North West,COVID-19,5.1500
2024-08-25,North West,influenza,9.6200
2024-08-25,North West,RSV,3.2000
2024-08-25,South East,COVID-19,6.8300
2024-08-25,South East,influenza,9.3600
2024-08-25,South East,RSV,2.8100
2024-08-25,South West,COVID-19,5.9200
2024-08-25,South West,influenza,9.0600
2024-08-25,South West,RSV,2.4700
2024-08-25,West Midlands,COVID-19,5.6400
2024-08-25,West Midlands,influenza,7.3000
2024-08-25,West Midlands,RSV,3.7800
2024-08-25,Yorkshire and The Humber,COVID-19,6.3400
2024-08-25,Yorkshire and The Humber,influenza,7.7200
2024-08-25,Yorkshire and The Humber,RSV,4.0400
2024-09-01,East Midlands,COVID-19,4.9800
2024-09-01,East Midlands,influenza,11.7300
2024-09-01,East Midlands,RSV,3.1500
2024-09-01,East of England,COVID-19,6.8400
2024-09-01,East of England,influenza,9.9100
2024-09-01,East of England,RSV,3.9400
2024-09-01,England,COVID-19,5.1500
2024-09-01,England,influenza,10.4100
2024-09-01,England,RSV,3.9100
2024-09-01,London,COVID-19,6.3400
2024-09-01,London,influenza,10.4900
2024-09-01,London,RSV,2.8900
2024-09-01,North East,COVID-19,6.7500
2024-09-01,North East,influenza,10.3000
2024-09-01,North East,RSV,3.9200
2024-09-01,North West,COVID-19,5.5000
2024-09-01,North West,influenza,9.7100
2024-09-01,North West,RSV,3.7300
2024-09-01,South East,COVID-19,6.1400
2024-09-01,South East,influenza,9.2200
2024-09-01,South East,RSV,3.0000
2024-09-01,South West,COVID-19,6.1500
2024-09-01,South West,influenza,8.8100
2024-09-01,South West,RSV,3.8000
2024-09-01,West Midlands,COVID-19,5.0500
2024-09-01,West Midlands,influenza,8.9400
2024-09-01,West Midlands,RSV,3.7200
2024-09-01,Yorkshire and The Humber,COVID-19,5.6300
2024-09-01,Yorkshire and The Humber,influenza,10.6300
2024-09-01,Yorkshire and The Humber,RSV,4.4600
2024-09-08,East Midlands,COVID-19,4.6500
2024-09-08,East Midlands,influenza,9.2800
2024-09-08,East Midlands,RSV,4.3800
2024-09-08,East of England,COVID-19,7.3100
2024-09-08,East of England,influenza,12.9800
2024-09-08,East of England,RSV,3.3900
2024-09-08,England,COVID-19,6.1700
2024-09-08,England,influenza,10.6800
2024-09-08,England,RSV,3.8800
2024-09-08,London,COVID-19,6.7300
2024-09-08,London,influenza,9.7300
2024-09-08,London,RSV,4.0500
2024-09-08,North East,COVID-19,5.3100
2024-09-08,North East,influenza,11.9600
2024-09-08,North East,RSV,3.9200
2024-09-08,North West,COVID-19,5.3500
2024-09-08,North West,influenza,12.9500
2024-09-08,North West,RSV,4.9500
2024-09-08,South East,COVID-19,6.3100
2024-09-08,South East,influenza,9.5600
2024-09-08,South East,RSV,3.1700
2024-09-08,South West,COVID-19,4.5900
2024-09-08,South West,influenza,10.5900
2024-09-08,South West,RSV,4.6700
2024-09-08,West Midlands,COVID-19,5.2000
2024-09-08,West Midlands,influenza,13.8100
2024-09-08,West Midlands,RSV,3.7200
2024-09-08,Yorkshire and The Humber,COVID-19,5.1100
2024-09-08,Yorkshire and The Humber,influenza,11.3600
2024-09-08,Yorkshire and The Humber,RSV,3.2100
2024-09-15,East Midlands,COVID-19,5.3300
2024-09-15,East Midlands,influenza,10.9800
